layer,public_use,next_gate,region_id,country,kind,source_type,confidence_tier,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,annual_value_basis,definition_notes,source,source_url,validation_doc
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",serbia-solar,SRB,solar,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E EMS solar,https://transparency.entsoe.eu/,docs/validation/serbia-solar.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",serbia-wind,SRB,wind,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E EMS wind,https://transparency.entsoe.eu/,docs/validation/serbia-wind.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",slovakia-solar,SVK,solar,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SEPS solar,https://transparency.entsoe.eu/,docs/validation/slovakia-solar.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",slovakia-wind,SVK,wind,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SEPS wind,https://transparency.entsoe.eu/,docs/validation/slovakia-wind.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",slovenia-solar,SVN,solar,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E ELES solar,https://transparency.entsoe.eu/,docs/validation/slovenia-solar.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",slovenia-wind,SVN,wind,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E ELES wind,https://transparency.entsoe.eu/,docs/validation/slovenia-wind.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",spain-solar,ESP,solar,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,ambiguous source-note annual hint; manual extraction required,,ENTSO-E REE solar,https://transparency.entsoe.eu/,docs/validation/spain-solar.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",sweden-south-solar,SWE,solar,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SE4 solar,https://transparency.entsoe.eu/,docs/validation/sweden-south-solar.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",sweden-south-wind,SWE,wind,live_operator_feed,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SE4 wind,https://transparency.entsoe.eu/,docs/validation/sweden-south-wind.md
measured_feed_needs_calendar_year_aggregation,do_not_publish_annual_floor_until_calendar_year_sum_is_reproduced,"retrieve raw measured series, apply documented formula, sum the target calendar year",uruguay,URY,wind,direct_operator_workbook,T1a-live-tso,,no_pending_annual_aggregation,no,needs calendar-year aggregation or source-note validation,direct operator constrained-off/restriction measurement; annual aggregation still required where annual TWh is blank,ADME hourly Restricciones Operativas workbook,https://www.adme.com.uy/panelControl/ro_excel.php,docs/validation/uruguay.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",afghanistan,AFG,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / DABS (~150 MW solar capacity),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/afghanistan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",albania,ALB,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~240 MW solar capacity: Karavasta 140 MW + Spitalla 100 MW); wind negligible; modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/albania.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",algeria,DZA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"IRENA Country Statistics 2024 (Algeria SONELGAZ/OS, ~1.5 GW wind+PV)",https://www.grte.dz/,docs/validation/algeria.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",andorra,AND,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / FEDA (Alpine hydro + pumped storage; near-zero VRE),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/andorra.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",angola,AGO,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Angola 2024 (RNT transmission; nascent solar),https://www.rnt.co.ao/,docs/validation/angola.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",antigua-and-barbuda,ATG,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / APUA (~10 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/antigua-and-barbuda.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",armenia,ARM,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,"IRENA RE Statistics 2024 (~180 MW solar capacity, growing post-2020); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,docs/validation/armenia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",austria,AUT,mixed,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,APG Strombilanz 2024 + ENTSO-E redispatch A75 (provisional anchor),https://www.apg.at/en/news-press/apg-strombilanz-2024-oesterreich-erstmals-wieder-exportland/,docs/validation/austria.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",azerbaijan,AZE,mixed,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~200 MW solar + ~200 MW wind in operation post-2023); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/azerbaijan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",bahamas,BHS,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / BPL (~20 MW solar + oil; island grids),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/bahamas.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",bahrain,BHR,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / EWA Bahrain (~100 MW PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/bahrain.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",barbados,BRB,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Barbados Renewables 2024 (rooftop PV; at inclusion threshold),https://www.blpc.com.bb/,docs/validation/barbados.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",belarus-solar,BLR,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / Belenergo (~90 MW solar),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/belarus-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",belarus-wind,BLR,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / Belenergo (~160 MW wind),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/belarus-wind.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",belize,BLZ,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / BEL (Herrera hydro + oil + solar),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/belize.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",benin,BEN,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Benin 2024 (SBEE; imports ~80% via WAPP),https://sbee.bj/,docs/validation/benin.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",bhutan,BTN,hydro,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA RCS 2025 / BPC (hydro-dominant; ~1.6 GW; seasonal spillage),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/bhutan.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",bolivia,BOL,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Bolivia 2024 (hydro+gas dominated grid; solar+wind ~3% of mix; CNDC PDF reports),https://www.cndc.bo/,docs/validation/bolivia.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",botswana,BWA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,IRENA Botswana 2024 (BPC; SAPP member; Mmadinare PV),https://www.bpc.bw/,docs/validation/botswana.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",bpa-solar,USA,solar,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA BPA solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/bpa-solar.md
missing_snapshot_or_registry_gap,do_not_publish_numeric_row_until_emission_path_is_explained,"confirm whether this is intentional placeholder, registry gap, or emission bug",bpa-wind,USA,wind,no_emitted_snapshot,,,no_missing_snapshot,no,no emitted snapshot row,,EIA BPA wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/bpa-wind.md
