priority,readiness_label,region_id,country,kind,source_type,published_annual_twh,include_in_source_verified_floor,include_in_modelled_envelope,manual_review_required,annual_value_basis,definition_notes,source,source_url,validation_doc
P3,missing_emitted_snapshot,senegal,SEN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Senegal 2024 (SENELEC; Taiba N'Diaye 158 MW wind + PV),https://www.senelec.sn/,docs/validation/senegal.md
P3,needs_calendar_year_or_source_definition,serbia-solar,SRB,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E EMS solar,https://transparency.entsoe.eu/,docs/validation/serbia-solar.md
P3,needs_calendar_year_or_source_definition,serbia-wind,SRB,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E EMS wind,https://transparency.entsoe.eu/,docs/validation/serbia-wind.md
P3,missing_emitted_snapshot,seychelles,SYC,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / PUC (~5 MW PV + diesel + pumped hydro; island),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/seychelles.md
P3,missing_emitted_snapshot,sichuan,CHN,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,NEA 2024 / Sichuan hydro-spill proxy,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/sichuan.md
P3,missing_emitted_snapshot,sierra-leone,SLE,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EDSA (Bumbuna hydro + solar; WAPP),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/sierra-leone.md
P3,missing_emitted_snapshot,singapore,SGP,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / EMA TES 2024 (~700 MW rooftop+utility PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/singapore.md
P3,needs_calendar_year_or_source_definition,slovakia-solar,SVK,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SEPS solar,https://transparency.entsoe.eu/,docs/validation/slovakia-solar.md
P3,needs_calendar_year_or_source_definition,slovakia-wind,SVK,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SEPS wind,https://transparency.entsoe.eu/,docs/validation/slovakia-wind.md
P3,needs_calendar_year_or_source_definition,slovenia-solar,SVN,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E ELES solar,https://transparency.entsoe.eu/,docs/validation/slovenia-solar.md
P3,needs_calendar_year_or_source_definition,slovenia-wind,SVN,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E ELES wind,https://transparency.entsoe.eu/,docs/validation/slovenia-wind.md
P3,missing_emitted_snapshot,solomon-islands,SLB,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / SIEA (~5 MW PV + diesel; Pacific island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/solomon-islands.md
P3,missing_emitted_snapshot,somalia,SOM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / MOEP (fragmented grid; diesel + emerging PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/somalia.md
P3,missing_emitted_snapshot,south-sudan,SSD,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / MEM South Sudan (mostly diesel; new utility PV),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/south-sudan.md
P3,needs_calendar_year_or_source_definition,spain-solar,ESP,solar,live_operator_feed,,no_pending_annual_aggregation,no,yes,ambiguous source-note annual hint; manual extraction required,,ENTSO-E REE solar,https://transparency.entsoe.eu/,docs/validation/spain-solar.md
P3,missing_emitted_snapshot,spp-solar,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA SPP solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/spp-solar.md
P3,missing_emitted_snapshot,spp-wind,USA,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,EIA SPP wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,docs/validation/spp-wind.md
P3,missing_emitted_snapshot,sri-lanka,LKA,mixed,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~450 MW solar + ~300 MW wind operational); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/sri-lanka.md
P3,missing_emitted_snapshot,st-kitts-and-nevis,KNA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / NEVLEC/SKELEC (~5 MW PV + diesel),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/st-kitts-and-nevis.md
P3,missing_emitted_snapshot,st-lucia,LCA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / LUCELEC (~10 MW PV + diesel; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/st-lucia.md
P3,missing_emitted_snapshot,st-vincent,VCT,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / VINLEC (~3 MW PV + hydro + diesel),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/st-vincent.md
P3,missing_emitted_snapshot,sudan,SDN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (utility solar deployed; ongoing conflict introduces data uncertainty); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/sudan.md
P3,missing_emitted_snapshot,suriname,SUR,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,GGFR 2024 Suriname Block 58 offshore flaring forecast (upstream off-grid; at inclusion threshold),https://www.nvebs.com/,docs/validation/suriname.md
P3,needs_calendar_year_or_source_definition,sweden-south-solar,SWE,solar,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SE4 solar,https://transparency.entsoe.eu/,docs/validation/sweden-south-solar.md
P3,needs_calendar_year_or_source_definition,sweden-south-wind,SWE,wind,live_operator_feed,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,,ENTSO-E SE4 wind,https://transparency.entsoe.eu/,docs/validation/sweden-south-wind.md
P3,phenomenon_boundary_review,switzerland,CHE,solar,spill_or_hydro_proxy,,no_pending_annual_aggregation,no,no,needs calendar-year aggregation or source-note validation,spill/hydro proxy; not always grid-dispatch renewable curtailment,ENTSO-E Swissgrid PV-only (hydro spill not in A75),https://transparency.entsoe.eu/,docs/validation/switzerland.md
P3,missing_emitted_snapshot,syria,SYR,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / PEO (sparse; conflict-affected grid; ~50 MW PV estimated),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/syria.md
P3,missing_emitted_snapshot,tajikistan,TJK,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / Barki Tojik (hydro-dominant; modelled spillage; CASA-1000),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/tajikistan.md
P3,missing_emitted_snapshot,tanzania,TZA,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Tanzania 2024 + JNHPP commissioning (TANESCO; gas+hydro),https://www.tanesco.co.tz/,docs/validation/tanzania.md
P3,missing_emitted_snapshot,togo,TGO,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Togo 2024 (CEET; WAPP imports; Blitta PV 50 MW),https://ceet.tg/,docs/validation/togo.md
P3,missing_emitted_snapshot,tonga,TON,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / TPL (~8 MW solar + diesel + pumped hydro),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/tonga.md
P3,missing_emitted_snapshot,trinidad-tobago,TTO,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,GGFR 2024 Trinidad offshore flares ~1 BCM (upstream offshore flare lifted onto T&TEC grid coverage),https://ttec.co.tt/,docs/validation/trinidad-tobago.md
P3,missing_emitted_snapshot,tunisia,TUN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA Tunisia 2024 + STEG Annual Report (Bizerte wind + PV; gas-dominated),https://www.steg.com.tn/,docs/validation/tunisia.md
P3,missing_emitted_snapshot,turkmenistan,TKM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / TDS (recent solar tenders; ~10-100 MW),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/turkmenistan.md
P3,missing_emitted_snapshot,tuvalu,TUV,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / TEWAO (~1 MW PV + diesel; atoll micro-grid),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/tuvalu.md
P3,missing_emitted_snapshot,tva,USA,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,TVA Sustainability Report 2024 (provisional 0.05 TWh/yr; SE-US solar curtailment; TVA JSON-API path documented for future Pattern-A promotion),https://www.tva.com/,docs/validation/tva.md
P3,missing_emitted_snapshot,uganda,UGA,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,ERA Annual Performance 2024 (UETCL/UEDCL; Karuma+Isimba hydro),https://www.uetcl.com/,docs/validation/uganda.md
P3,missing_emitted_snapshot,uzbekistan,UZB,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (~1-2 GW utility-scale solar build-out post-2021); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/uzbekistan.md
P3,missing_emitted_snapshot,vanuatu,VUT,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / UNELCO (~10 MW PV + hydro + diesel; Pacific islands),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/vanuatu.md
P3,missing_emitted_snapshot,venezuela,VEN,wind,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RE Statistics 2024 (Paraguaná wind farm ~100 MW; grid distress limits VRE output); modelled curtailment ~2% per regional default,https://www.irena.org/Data/Energy-Profiles,docs/validation/venezuela.md
P3,missing_emitted_snapshot,w-siberia,RUS,flare,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,VIIRS + GGFR,https://www.worldbank.org/en/programs/gasflaringreduction,docs/validation/w-siberia.md
P3,missing_emitted_snapshot,xinjiang,CHN,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,NEA 2024 / Huaon-NBS generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,docs/validation/xinjiang.md
P3,missing_emitted_snapshot,yemen,YEM,solar,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,IRENA RCS 2025 / PC (wartime distributed-PV boom; estimates only; conflict-affected),https://www.irena.org/Data/Downloads/IRENASTAT,docs/validation/yemen.md
P3,missing_emitted_snapshot,zambia,ZMB,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Ember Zambia 2024 + Kariba drought (ZESCO; Kariba+Kafue; severe drought load-shed; SAPP),https://www.zesco.co.zm/,docs/validation/zambia.md
P3,missing_emitted_snapshot,zimbabwe,ZWE,hydro,no_emitted_snapshot,,no_missing_snapshot,no,no,no emitted snapshot row,,Ember Zimbabwe 2024 + Kariba South (ZPC/ZETDC; Kariba South hydro+coal; SAPP),https://www.zetdc.co.zw/,docs/validation/zimbabwe.md
